YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-11,WEEKDAY,10,TRAIN,TE3,10584,5491
2025-11,WEEKDAY,21,TRAIN,NS17/CC15,15764,26978
2025-11,WEEKDAY,13,TRAIN,BP8,2139,1709
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,SW6,685,2212
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW29,324,1055
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1477,2331
2025-11,WEEKDAY,14,TRAIN,TE6,7943,7572
2025-11,WEEKDAY,22,TRAIN,DT13,8364,7287
2025-11,WEEKDAY,9,TRAIN,BP10,4500,2049
2025-11,WEEKDAY,20,TRAIN,EW33,4644,9786
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,CC26,2331,3174
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,DT24,2749,1537
2025-11,WEEKDAY,17,TRAIN,NE13,28162,36157
2025-11,WEEKDAY,13,TRAIN,BP13,1468,1248
2025-11,WEEKDAY,14,TRAIN,EW32,2452,1610
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT30,3015,5379
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS10,4646,20874
2025-11,WEEKDAY,6,TRAIN,TE12,989,5079
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE5,3093,1804
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,EW29,11704,9189
2025-11,WEEKDAY,11,TRAIN,PW4,3960,2815
2025-11,WEEKDAY,9,TRAIN,DT28,16783,14155
2025-11,WEEKDAY,7,TRAIN,SE1,11778,4898
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT13,2018,1084
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,PE4,1085,1269
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,EW1,13806,19295
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT33,2708,12313
2025-11,WEEKDAY,11,TRAIN,EW25,10409,5097
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NS17/CC15,632,264
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NS11,2423,15455
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,EW6,7042,4066
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,NS20,1294,9794
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,PE2,4027,1134
2025-11,WEEKDAY,10,TRAIN,CC23,3789,28131
2025-11,WEEKDAY,0,TRAIN,BP12,1,1
2025-11,WEEKDAY,15,TRAIN,CC17/TE9,17961,5342
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,DT20,3893,3840
2025-11,WEEKDAY,21,TRAIN,SW7,543,3303
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,NS13,16355,4448
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC19/DT9,3228,5462
2025-11,WEEKDAY,21,TRAIN,PE5,1136,8073
2025-11,WEEKDAY,13,TRAIN,DT28,7589,7090
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS13,27593,24155
2025-11,WEEKDAY,18,TRAIN,EW33,11815,14918
2025-11,WEEKDAY,22,TRAIN,NS7,13900,36476
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NE15,15618,6064
2025-11,WEEKDAY,5,TRAIN,EW4,4346,495
2025-11,WEEKDAY,10,TRAIN,PE1,3967,1597
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NS12,352,1768
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,NS27/CE2/TE20,567,1209
2025-11,WEEKDAY,11,TRAIN,DT20,6223,5234
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,CC7,3312,3503
2025-11,WEEKDAY,20,TRAIN,CC28,1844,5783
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE27,2544,3332
2025-11,WEEKDAY,10,TRAIN,DT29,8337,2592
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NS12,13518,5360
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,CC23,4042,1919
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS20,20215,19832
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW19,4466,9114
2025-11,WEEKDAY,6,TRAIN,EW23,46752,40860
2025-11,WEEKDAY,21,TRAIN,SW2,3538,4045
2025-11,WEEKDAY,23,TRAIN,BP6/DT1,3230,21349
2025-11,WEEKDAY,5,TRAIN,CC10/DT26,3765,415
2025-11,WEEKDAY,0,TRAIN,BP10,0,1
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS12,7162,12934
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,CC19/DT9,2033,1637
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,EW3,8524,9489
2025-11,WEEKDAY,15,TRAIN,EW30,2885,745
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,DT22,8811,12928
2025-11,WEEKDAY,5,TRAIN,BP6/DT1,12725,9480
2025-11,WEEKDAY,11,TRAIN,BP10,3150,1973
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,TE4,3366,2911
2025-11,WEEKDAY,13,TRAIN,EW23,47297,42621
2025-11,WEEKDAY,19,TRAIN,BP4,1731,4340
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,BP7,423,513
2025-11,WEEKDAY,20,TRAIN,BP6/DT1,25957,56446
2025-11,WEEKDAY,0,TRAIN,TE14/NS22,660,559
2025-11,WEEKDAY,23,TRAIN,EW3,1614,8712
2025-11,WEEKDAY,22,TRAIN,SW8,484,1996
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,EW9,3305,6802
2025-11,WEEKDAY,12,TRAIN,SW5,8743,7563
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NE9,1917,5471
2025-11,WEEKDAY,14,TRAIN,EW14/NS26,41405,48042
2025-11,WEEKDAY,18,TRAIN,DT22,13597,25984
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,TE16,1428,2184
2025-11,WEEKDAY,6,TRAIN,SW5,9620,1989
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,DT25,1966,1844
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,CC24,344,571
2025-11,WEEKDAY,17,TRAIN,SE2,5101,8928
2025-11,WEEKDAY,15,TRAIN,NE12/CC13,46315,56600
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,BP9,765,1222
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,BP2,1366,1079
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,PW6,874,848
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,TE28,4,248
2025-11,WEEKDAY,14,TRAIN,NE9,19731,16918
2025-11,WEEKDAY,0,TRAIN,DT21,302,365
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,DT23,1828,1943
2025-11,WEEKDAY,21,TRAIN,SE3,651,4851
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CC20,7,38
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,CC26,1469,990
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NE13,13277,11585
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW11,9680,11641
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,CC28,73,46
2025-11,WEEKDAY,6,TRAIN,CC3,246,3734
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,BP2,717,1520
2025-11,WEEKDAY,17,TRAIN,CC6,12325,20493
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS19,16305,21579
2025-11,WEEKDAY,18,TRAIN,NS19,81457,89354
2025-11,WEEKDAY,12,TRAIN,TE5,4883,2921
2025-11,WEEKDAY,22,TRAIN,NS19,12411,34258
2025-11,WEEKDAY,19,TRAIN,SW2,5590,9369
2025-11,WEEKDAY,19,TRAIN,DT3,5050,16658
2025-11,WEEKDAY,19,TRAIN,DT17,61252,7104
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW32,2318,4904
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE14/NS22,63325,62799
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,BP12,1318,1174
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,NS19,17302,11778
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,TE26,4178,2962
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,DT30,1781,5514
2025-11,WEEKDAY,14,TRAIN,CC4/DT15,19341,20542
2025-11,WEEKDAY,17,TRAIN,CC2,15251,5209
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,NE14,18231,7050
2025-11,WEEKDAY,5,TRAIN,NS9/TE2,23009,9008
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT4,254,1156
2025-11,WEEKDAY,11,TRAIN,TE22,1445,3797
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,EW1,17746,7234
2025-11,WEEKDAY,16,TRAIN,NS19,35703,40414
2025-11,WEEKDAY,22,TRAIN,CC2,7209,2172
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,DT4,1050,1460
2025-11,WEEKDAY,16,TRAIN,DT29,4962,7613
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,TE19,1702,906
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,BP2,507,1514
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CC23,126,578
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,SE4,1351,2194
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,DT13,7273,8340
2025-11,WEEKDAY,18,TRAIN,NE12/CC13,88339,186521
2025-11,WEEKDAY,17,TRAIN,TE14/NS22,118489,92773
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,DT21,5105,5280
2025-11,WEEKDAY,13,TRAIN,TE26,13831,13311
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,TE6,5512,7478
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,EW14/NS26,3643,14694
2025-11,WEEKDAY,17,TRAIN,SW6,4504,5388
2025-11,WEEKDAY,12,TRAIN,CC4/DT15,18784,30986
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC21,4108,6956
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,EW28,18048,6668
2025-11,WEEKDAY,22,TRAIN,DT18,14597,2914
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CC19/DT9,1213,3326
2025-11,WEEKDAY,6,TRAIN,EW18,14135,10343
2025-11,WEEKDAY,19,TRAIN,NS16,44424,92481
2025-11,WEEKDAY,18,TRAIN,NS16,70652,128393
2025-11,WEEKDAY,16,TRAIN,EW7,13149,16389
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,BP6/DT1,20634,24306
2025-11,WEEKDAY,11,TRAIN,CC23,10416,13085
2025-11,WEEKDAY,11,TRAIN,BP5,2107,1465
2025-11,WEEKDAY,7,TRAIN,NS24/NE6/CC1,10964,22870
2025-11,WEEKDAY,22,TRAIN,EW19,5320,15366
2025-11,WEEKDAY,10,TRAIN,TE14/NS22,26880,89328
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,TE16,4986,4085
2025-11,WEEKDAY,7,TRAIN,CC27,1453,15799
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE1,2011,1334
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,DT20,2097,3252
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,TE23,1995,1511
2025-11,WEEKDAY,21,TRAIN,BP5,1104,1775
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE29,2180,833
2025-11,WEEKDAY,12,TRAIN,TE3,12471,10983
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,EW12/DT14,43535,29258
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NS21/DT11,31831,32816
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,PW1,1606,1419
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE15,2507,3257
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT10,916,1292
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,PE1,2274,664
2025-11,WEEKDAY,17,TRAIN,EW19,32100,28350
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NE10,8081,8130
2025-11,WEEKDAY,16,TRAIN,NS9/TE2,48712,76099
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,EW26,17977,12060
2025-11,WEEKDAY,21,TRAIN,DT21,12358,6584
2025-11,WEEKDAY,5,TRAIN,BP13,1395,203
2025-11,WEEKDAY,21,TRAIN,NS18,5913,22132
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,CC12,3306,3279
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,PW6,1310,429
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,NE5,885,3483
2025-11,WEEKDAY,14,TRAIN,EW33,2433,2164
2025-11,WEEKDAY,15,TRAIN,CC14,10257,6715
2025-11,WEEKDAY,20,TRAIN,TE25,1473,3661
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,CC5,2221,1934
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,DT17,1530,810
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,DT28,5748,2686
2025-11,WEEKDAY,22,TRAIN,NS10,9332,42953
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,DT10,867,1189
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,SW3,1623,663
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NS28,1621,2397
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,CC5,2923,3427
2025-11,WEEKDAY,18,TRAIN,TE13,10927,7287
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT20,2761,2729
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,PE5,413,2922
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,BP13,899,321
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,SW1,152,303
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,CC23,3211,2509
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC7,37,3
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CE1/DT16,437,2
2025-11,WEEKDAY,22,TRAIN,BP13,187,903
2025-11,WEEKDAY,5,TRAIN,NE12/CC13,8511,889
2025-11,WEEKDAY,13,TRAIN,DT18,17916,17205
2025-11,WEEKDAY,20,TRAIN,SW5,5089,9673
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,EW24/NS1,8810,14499
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NS5,17915,7839
2025-11,WEEKDAY,15,TRAIN,PW1,2121,3052
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC11,3245,7932
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW23,1358,580
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,EW2/DT32,22330,24327
2025-11,WEEKDAY,18,TRAIN,SE4,3678,9044
2025-11,WEEKDAY,17,TRAIN,BP8,2914,2511
2025-11,WEEKDAY,10,TRAIN,NE11,12125,9767
2025-11,WEEKDAY,19,TRAIN,EW15,95754,27808
2025-11,WEEKDAY,10,TRAIN,PE5,6721,2115
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,SW3,348,9
2025-11,WEEKDAY,7,TRAIN,EW15,10152,66068
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,33003,35854
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NE16/STC,25192,11429
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NS9/TE2,27535,27021
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,BP3,792,58
2025-11,WEEKDAY,5,TRAIN,NS13,26192,4184
2025-11,WEEKDAY,5,TRAIN,DT2,229,29
2025-11,WEEKDAY,18,TRAIN,DT30,8936,31705
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT33,4697,1455
2025-11,WEEKDAY,13,TRAIN,CC21,15832,9449
2025-11,WEEKDAY,10,TRAIN,TE19,2770,21010
2025-11,WEEKDAY,12,TRAIN,NE1/CC29,32471,70683
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,TE25,1891,1974
2025-11,WEEKDAY,10,TRAIN,PW4,4004,2393
2025-11,WEEKDAY,5,TRAIN,NS17/CC15,5296,1626
2025-11,WEEKDAY,13,TRAIN,DT13,16003,13372
2025-11,WEEKDAY,8,TRAIN,EW3,47843,19420
2025-11,WEEKDAY,5,TRAIN,NE13,3867,554
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,EW22,3456,3134
2025-11,WEEKDAY,10,TRAIN,NS12,20224,7749
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE23,1235,1988
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,34465,34206
2025-11,WEEKDAY,19,TRAIN,EW4,16555,31154
2025-11,WEEKDAY,20,TRAIN,BP11,1064,5006
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,PW6,790,822
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS18,5053,8445
2025-11,WEEKDAY,19,TRAIN,CC4/DT15,45095,19332
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,BP10,1608,630
2025-11,WEEKDAY,17,TRAIN,PE4,2286,2464
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,CC4/DT15,14321,14975
2025-11,WEEKDAY,6,TRAIN,EW27,59503,40706
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,DT5,6888,7094
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,DT10,1305,1240
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,DT7,1708,1915
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,PE4,954,1115
2025-11,WEEKDAY,5,TRAIN,EW21/CC22,2046,1310
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,DT4,44,0
2025-11,WEEKDAY,13,TRAIN,TE22,1964,3843
2025-11,WEEKDAY,10,TRAIN,NE12/CC13,51230,37540
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,DT3,4824,2516
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,CC24,7160,3710
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS11,23612,12570
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NE15,11386,11671
2025-11,WEEKDAY,10,TRAIN,PW1,785,2763
2025-11,WEEKDAY,16,TRAIN,PE6,8251,7857
2025-11,WEEKDAY,16,TRAIN,DT22,7638,10401
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS24/NE6/CC1,13211,24465
2025-11,WEEKDAY,14,TRAIN,CC19/DT9,6312,6319
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,SE2,3396,2267
2025-11,WEEKDAY,23,TRAIN,CC25,712,1541
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE29,1030,2443
2025-11,WEEKDAY,21,TRAIN,SE5,682,3732
2025-11,WEEKDAY,16,TRAIN,CC26,7444,3214
2025-11,WEEKDAY,5,TRAIN,EW32,1309,1202
2025-11,WEEKDAY,11,TRAIN,DT25,3171,1812
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NS14,24561,10372
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,PE7,81,1274
2025-11,WEEKDAY,7,TRAIN,SW7,7531,2681
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,DT17,1358,3205
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,DT5,11666,8168
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NE7/DT12,21594,22819
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC16,3309,4635
2025-11,WEEKDAY,9,TRAIN,TE4,5140,5008
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,EW22,3005,3283
2025-11,WEEKDAY,15,TRAIN,PW7,2380,2655
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,DT4,1657,399
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,NE9,10262,5782
2025-11,WEEKDAY,17,TRAIN,PE5,6538,9103
2025-11,WEEKDAY,20,TRAIN,NS25/EW13,79783,19625
2025-11,WEEKDAY,5,TRAIN,SW7,1073,70
2025-11,WEEKDAY,8,TRAIN,PE1,11232,1868
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS8,10365,6117
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,CC21,6646,6641
2025-11,WEEKDAY,0,TRAIN,DT13,311,541
2025-11,WEEKDAY,16,TRAIN,TE11,4856,4748
2025-11,WEEKDAY,16,TRAIN,EW24/NS1,86835,65450
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,NS16,21185,29302
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,CC27,1227,936
2025-11,WEEKDAY,22,TRAIN,CC5,3852,3259
2025-11,WEEKDAY,20,TRAIN,NS17/CC15,16332,26636
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC4/DT15,1387,10474
2025-11,WEEKDAY,22,TRAIN,TE13,3107,2021
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NS9/TE2,31852,34320
2025-11,WEEKDAY,14,TRAIN,CC3,7928,6997
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,15553,30731
2025-11,WEEKDAY,22,TRAIN,EW30,1435,726
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,EW30,1317,660
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,PE2,3947,1384
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,EW5,18280,20316
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,SW8,1007,926
2025-11,WEEKDAY,20,TRAIN,PW4,3054,5740
2025-11,WEEKDAY,0,TRAIN,EW2/DT32,788,5198
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,SW7,494,1651
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,DT33,1289,19
2025-11,WEEKDAY,21,TRAIN,EW15,48745,8721
2025-11,WEEKDAY,0,TRAIN,PE2,66,877
2025-11,WEEKDAY,14,TRAIN,DT34,3634,4291
2025-11,WEEKDAY,0,TRAIN,CC7,22,293
2025-11,WEEKDAY,14,TRAIN,EW15,29444,26950
2025-11,WEEKDAY,15,TRAIN,DT6,11861,7085
2025-11,WEEKDAY,10,TRAIN,TE26,8871,11760
2025-11,WEEKDAY,17,TRAIN,BP9,2484,3619
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NE17/PTC,22995,13085
2025-11,WEEKDAY,5,TRAIN,BP10,3290,268
2025-11,WEEKDAY,21,TRAIN,NE5,24638,8036
2025-11,WEEKDAY,20,TRAIN,PE7,1261,7227
2025-11,WEEKDAY,12,TRAIN,TE23,2648,2373
2025-11,WEEKDAY,12,TRAIN,CE1/DT16,18993,36571
2025-11,WEEKDAY,11,TRAIN,NS20,37488,41792
2025-11,WEEKDAY,10,TRAIN,PW3,899,368
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,CC26,4051,2396
2025-11,WEEKDAY,11,TRAIN,DT18,12225,18056
2025-11,WEEKDAY,18,TRAIN,EW21/CC22,115516,53958
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NE16/STC,24974,24082
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,BP8,1013,1127
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,CC3,29,154
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,PE4,889,1062
2025-11,WEEKDAY,17,TRAIN,NS28,3672,2107
2025-11,WEEKDAY,19,TRAIN,PE7,2660,10093
2025-11,WEEKDAY,20,TRAIN,SE3,884,6065
2025-11,WEEKDAY,15,TRAIN,DT22,6461,7659
2025-11,WEEKDAY,23,TRAIN,TE15,1772,1790
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,DT3,3612,3449
2025-11,WEEKDAY,15,TRAIN,EW27,33937,42389
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,EW20,51,290
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS12,13161,6006
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,PW6,569,176
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS28,482,363
2025-11,WEEKDAY,15,TRAIN,TE19,9459,4475
2025-11,WEEKDAY,22,TRAIN,CG2,29610,10990
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,EW18,1184,3889
2025-11,WEEKDAY,0,TRAIN,SE5,37,423
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE22,2643,4634
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE23,1653,2066
2025-11,WEEKDAY,12,TRAIN,BP4,5179,5898
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,TE29,2537,1117
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,EW9,14802,12830
2025-11,WEEKDAY,9,TRAIN,DT7,5242,5354
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,BP4,795,1060
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,EW31,1945,599
2025-11,WEEKDAY,10,TRAIN,SE4,4552,2312
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,CC16,4758,3162
2025-11,WEEKDAY,17,TRAIN,DT21,18229,10089
2025-11,WEEKDAY,22,TRAIN,NS11,11823,46951
2025-11,WEEKDAY,6,TRAIN,NS10,77235,18989
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,SW4,26,243
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,NE16/STC,14085,5995
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,TE8,1249,1805
2025-11,WEEKDAY,18,TRAIN,CC6,16879,33615
2025-11,WEEKDAY,16,TRAIN,DT31,9416,8957
2025-11,WEEKDAY,6,TRAIN,BP2,5733,1135
2025-11,WEEKDAY,22,TRAIN,PE3,1119,5188
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,TE29,1041,716
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,BP3,2286,2165
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NS11,22037,18501
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT22,10369,10627
2025-11,WEEKDAY,11,TRAIN,EW12/DT14,36795,69074
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE3,2947,5657
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,PE1,1872,1923
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS8,10431,6621
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,EW17,13263,11082
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NE18,3770,2913
2025-11,WEEKDAY,22,TRAIN,NS25/EW13,68658,6698
2025-11,WEEKDAY,16,TRAIN,NS7,21290,23447
2025-11,WEEKDAY,14,TRAIN,NS21/DT11,46172,50771
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NE8,30890,32899
2025-11,WEEKDAY,12,TRAIN,DT8,5385,3916
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,14412,10682
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,PW3,544,665
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NS5,6357,18022
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,284,61
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,DT25,2167,1994
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,DT33,8441,7583
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,NS20,18731,13980
2025-11,WEEKDAY,7,TRAIN,CC24,5691,59770
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,NE9,13063,12989
2025-11,WEEKDAY,22,TRAIN,CC28,1076,4112
